year,site,observer,date,start_time,end_time,plot,stake,species,distance,count,comments
2010,barr,NA,2010-06-24,NA,NA,brw5,NA,paja,NA,1,NA
2010,barr,NA,2010-07-08,NA,NA,brw5,NA,glgu,NA,1,NA
2010,barr,NA,2010-07-08,NA,NA,brw5,NA,paja,NA,2,NA
2010,barr,NA,2010-07-15,NA,NA,brw5,NA,glgu,NA,2,NA
2010,barr,NA,2010-07-22,NA,NA,brw5,NA,glgu,NA,8,NA
2010,barr,NA,2010-07-29,NA,NA,brw5,NA,glgu,NA,3,NA
2010,barr,NA,2010-06-03,NA,NA,brw6,NA,glgu,NA,550,NA
2010,barr,NA,2010-06-03,NA,NA,brw6,NA,paja,NA,2,NA
2010,barr,NA,2010-06-03,NA,NA,brw6,NA,rutu,NA,1,NA
2010,barr,NA,2010-06-10,NA,NA,brw6,NA,glgu,NA,33,NA
2010,barr,NA,2010-06-17,NA,NA,brw6,NA,glgu,NA,45,NA
2010,barr,NA,2010-06-24,NA,NA,brw6,NA,glgu,NA,34,NA
2010,barr,NA,2010-06-24,NA,NA,brw6,NA,snow,NA,1,NA
2010,barr,NA,2010-07-01,NA,NA,brw6,NA,glgu,NA,85,NA
2010,barr,NA,2010-07-08,NA,NA,brw6,NA,glgu,NA,25,NA
2010,barr,NA,2010-07-15,NA,NA,brw6,NA,glgu,NA,118,NA
2010,barr,NA,2010-07-15,NA,NA,brw6,NA,snow,NA,1,NA
2010,barr,NA,2010-07-22,NA,NA,brw6,NA,glgu,NA,90,NA
2010,barr,NA,2010-07-29,NA,NA,brw6,NA,glgu,NA,325,NA
2010,barr,NA,2010-07-29,NA,NA,brw6,NA,herg,NA,1,NA
2010,barr,NA,2010-06-03,NA,NA,brw8,NA,glgu,NA,6,NA
2010,barr,NA,2010-06-10,NA,NA,brw8,NA,glgu,NA,5,NA
2010,barr,NA,2010-06-17,NA,NA,brw8,NA,glgu,NA,3,NA
2010,barr,NA,2010-06-17,NA,NA,brw8,NA,ltja,NA,1,NA
2010,barr,NA,2010-06-24,NA,NA,brw8,NA,glgu,NA,6,NA
2010,barr,NA,2010-07-01,NA,NA,brw8,NA,glgu,NA,2,NA
2010,barr,NA,2010-07-08,NA,NA,brw8,NA,none,NA,0,NA
2010,barr,NA,2010-07-15,NA,NA,brw8,NA,glgu,NA,1,NA
2010,barr,NA,2010-07-22,NA,NA,brw8,NA,none,NA,0,NA
2010,barr,NA,2010-07-29,NA,NA,brw8,NA,glgu,NA,4,NA
2011,barr,NA,2011-06-02,NA,NA,brw1,NA,glgu,NA,4,NA
2011,barr,NA,2011-06-02,NA,NA,brw1,NA,paja,NA,1,NA
2011,barr,NA,2011-06-09,NA,NA,brw1,NA,cora,NA,1,NA
2011,barr,NA,2011-06-09,NA,NA,brw1,NA,glgu,NA,3,NA
2011,barr,NA,2011-06-09,NA,NA,brw1,NA,poja,NA,1,NA
2011,barr,NA,2011-06-16,NA,NA,brw1,NA,glgu,NA,3,NA
2011,barr,NA,2011-06-23,NA,NA,brw1,NA,glgu,NA,2,NA
2011,barr,NA,2011-06-23,NA,NA,brw1,NA,poja,NA,2,NA
2011,barr,NA,2011-06-29,NA,NA,brw1,NA,glgu,NA,1,NA
2011,barr,NA,2011-07-05,NA,NA,brw1,NA,glgu,NA,1,NA
2011,barr,NA,2011-07-05,NA,NA,brw1,NA,poja,NA,2,NA
2011,barr,NA,2011-07-12,NA,NA,brw1,NA,poja,NA,1,NA
2011,barr,NA,2011-07-19,NA,NA,brw1,NA,glgu,NA,1,NA
2011,barr,NA,2011-07-19,NA,NA,brw1,NA,paja,NA,1,NA
2011,barr,NA,2011-07-19,NA,NA,brw1,NA,poja,NA,1,NA
2011,barr,NA,2011-07-26,NA,NA,brw1,NA,glgu,NA,2,NA
2011,barr,NA,2011-06-02,NA,NA,brw2,NA,glgu,NA,1,NA
2011,barr,NA,2011-06-02,NA,NA,brw2,NA,paja,NA,3,NA
2011,barr,NA,2011-06-09,NA,NA,brw2,NA,cora,NA,1,NA
2011,barr,NA,2011-06-09,NA,NA,brw2,NA,glgu,NA,3,NA
2011,barr,NA,2011-06-09,NA,NA,brw2,NA,poja,NA,1,NA
2011,barr,NA,2011-06-16,NA,NA,brw2,NA,poja,NA,1,NA
2011,barr,NA,2011-06-23,NA,NA,brw2,NA,glgu,NA,15,NA
2011,barr,NA,2011-06-23,NA,NA,brw2,NA,poja,NA,2,NA
2011,barr,NA,2011-06-29,NA,NA,brw2,NA,none,NA,0,NA
2011,barr,NA,2011-07-05,NA,NA,brw2,NA,glgu,NA,3,NA
2011,barr,NA,2011-07-05,NA,NA,brw2,NA,poja,NA,1,NA
2011,barr,NA,2011-07-05,NA,NA,brw2,NA,snow,NA,2,NA
2011,barr,NA,2011-07-12,NA,NA,brw2,NA,ltja,NA,3,NA
2011,barr,NA,2011-07-12,NA,NA,brw2,NA,snow,NA,1,NA
2011,barr,NA,2011-07-19,NA,NA,brw2,NA,paja,NA,1,NA
2011,barr,NA,2011-07-26,NA,NA,brw2,NA,glgu,NA,1,NA
2011,barr,NA,2011-06-02,NA,NA,brw3,NA,poja,NA,1,NA
2011,barr,NA,2011-06-09,NA,NA,brw3,NA,paja,NA,2,NA
2011,barr,NA,2011-06-09,NA,NA,brw3,NA,poja,NA,5,NA
2011,barr,NA,2011-06-16,NA,NA,brw3,NA,glgu,NA,1,NA
2011,barr,NA,2011-06-16,NA,NA,brw3,NA,poja,NA,6,NA
2011,barr,NA,2011-06-23,NA,NA,brw3,NA,paja,NA,1,NA
2011,barr,NA,2011-06-23,NA,NA,brw3,NA,poja,NA,3,NA
2011,barr,NA,2011-06-29,NA,NA,brw3,NA,glgu,NA,3,NA
2011,barr,NA,2011-06-29,NA,NA,brw3,NA,poja,NA,2,NA
2011,barr,NA,2011-07-05,NA,NA,brw3,NA,poja,NA,3,NA
2011,barr,NA,2011-07-12,NA,NA,brw3,NA,poja,NA,3,NA
2011,barr,NA,2011-07-19,NA,NA,brw3,NA,poja,NA,2,NA
2011,barr,NA,2011-07-26,NA,NA,brw3,NA,glgu,NA,1,NA
2011,barr,NA,2011-07-26,NA,NA,brw3,NA,poja,NA,5,NA
2011,barr,NA,2011-06-02,NA,NA,brw5,NA,poja,NA,2,NA
2011,barr,NA,2011-06-09,NA,NA,brw5,NA,glgu,NA,3,NA
2011,barr,NA,2011-06-09,NA,NA,brw5,NA,poja,NA,3,NA
2011,barr,NA,2011-06-16,NA,NA,brw5,NA,poja,NA,1,NA
2011,barr,NA,2011-06-23,NA,NA,brw5,NA,glgu,NA,1,NA
2011,barr,NA,2011-06-23,NA,NA,brw5,NA,poja,NA,4,NA
2011,barr,NA,2011-06-29,NA,NA,brw5,NA,glgu,NA,1,NA
2011,barr,NA,2011-06-29,NA,NA,brw5,NA,poja,NA,1,NA
2011,barr,NA,2011-07-05,NA,NA,brw5,NA,none,NA,0,NA
2011,barr,NA,2011-07-12,NA,NA,brw5,NA,glgu,NA,8,NA
2011,barr,NA,2011-07-12,NA,NA,brw5,NA,paja,NA,1,NA
2011,barr,NA,2011-07-12,NA,NA,brw5,NA,poja,NA,2,NA
2011,barr,NA,2011-07-12,NA,NA,brw5,NA,rutu,NA,1,NA
2011,barr,NA,2011-07-19,NA,NA,brw5,NA,glgu,NA,1,NA
2011,barr,NA,2011-07-19,NA,NA,brw5,NA,poja,NA,5,NA
2011,barr,NA,2011-07-26,NA,NA,brw5,NA,poja,NA,1,NA
2011,barr,NA,2011-06-02,NA,NA,brw6,NA,cora,NA,2,NA
2011,barr,NA,2011-06-02,NA,NA,brw6,NA,glgu,NA,11,NA
2011,barr,NA,2011-06-02,NA,NA,brw6,NA,poja,NA,1,NA
2011,barr,NA,2011-06-09,NA,NA,brw6,NA,cora,NA,2,NA
2011,barr,NA,2011-06-09,NA,NA,brw6,NA,glgu,NA,100,NA
2011,barr,NA,2011-06-09,NA,NA,brw6,NA,poja,NA,1,NA
2011,barr,NA,2011-06-16,NA,NA,brw6,NA,glgu,NA,33,NA
2011,barr,NA,2011-06-23,NA,NA,brw6,NA,glgu,NA,164,NA
2011,barr,NA,2011-06-29,NA,NA,brw6,NA,glgu,NA,55,NA
2011,barr,NA,2011-07-05,NA,NA,brw6,NA,glgu,NA,219,NA
2011,barr,NA,2011-07-05,NA,NA,brw6,NA,ltja,NA,1,NA
2011,barr,NA,2011-07-12,NA,NA,brw6,NA,glgu,NA,125,NA
2011,barr,NA,2011-07-12,NA,NA,brw6,NA,poja,NA,1,NA
2011,barr,NA,2011-07-19,NA,NA,brw6,NA,glgu,NA,292,NA
2011,barr,NA,2011-07-26,NA,NA,brw6,NA,glgu,NA,152,NA
2011,barr,NA,2011-07-26,NA,NA,brw6,NA,paja,NA,2,NA
2011,barr,NA,2011-07-26,NA,NA,brw6,NA,snow,NA,1,NA
2011,barr,NA,2011-06-02,NA,NA,brw8,NA,glgu,NA,6,NA
2011,barr,NA,2011-06-09,NA,NA,brw8,NA,glgu,NA,4,NA
2011,barr,NA,2011-06-09,NA,NA,brw8,NA,unja,NA,1,NA
2011,barr,NA,2011-06-09,NA,NA,brw8,NA,paja,NA,1,NA
2011,barr,NA,2011-06-16,NA,NA,brw8,NA,cora,NA,2,NA
2011,barr,NA,2011-06-16,NA,NA,brw8,NA,paja,NA,1,NA
2011,barr,NA,2011-06-23,NA,NA,brw8,NA,glgu,NA,9,NA
2011,barr,NA,2011-06-23,NA,NA,brw8,NA,poja,NA,1,NA
2011,barr,NA,2011-06-29,NA,NA,brw8,NA,glgu,NA,10,NA
2011,barr,NA,2011-07-05,NA,NA,brw8,NA,glgu,NA,1,NA
2011,barr,NA,2011-07-05,NA,NA,brw8,NA,paja,NA,1,NA
2011,barr,NA,2011-07-12,NA,NA,brw8,NA,glgu,NA,5,NA
2011,barr,NA,2011-07-19,NA,NA,brw8,NA,glgu,NA,1,NA
2011,barr,NA,2011-07-26,NA,NA,brw8,NA,glgu,NA,3,NA
2012,barr,NA,2012-06-04,NA,NA,brw1,NA,glgu,NA,2,NA
2012,barr,NA,2012-06-11,NA,NA,brw1,NA,glgu,NA,6,NA
2012,barr,NA,2012-06-18,NA,NA,brw1,NA,glgu,NA,1,NA
2012,barr,NA,2012-06-18,NA,NA,brw1,NA,poja,NA,1,NA
2012,barr,NA,2012-06-25,NA,NA,brw1,NA,glgu,NA,1,NA
2012,barr,NA,2012-06-25,NA,NA,brw1,NA,paja,NA,1,NA
2012,barr,NA,2012-06-25,NA,NA,brw1,NA,poja,NA,2,NA
2012,barr,NA,2012-07-03,NA,NA,brw1,NA,glgu,NA,1,NA
2012,barr,NA,2012-07-10,NA,NA,brw1,NA,glgu,NA,2,NA
2012,barr,NA,2012-07-10,NA,NA,brw1,NA,paja,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw1,NA,glgu,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw1,NA,poja,NA,2,NA
2012,barr,NA,2012-07-17,NA,NA,brw1,NA,snow,NA,1,NA
2012,barr,NA,2012-07-24,NA,NA,brw1,NA,glgu,NA,4,NA
2012,barr,NA,2012-07-24,NA,NA,brw1,NA,paja,NA,2,NA
2012,barr,NA,2012-07-24,NA,NA,brw1,NA,poja,NA,5,NA
2012,barr,NA,2012-06-04,NA,NA,brw2,NA,glgu,NA,7,NA
2012,barr,NA,2012-06-04,NA,NA,brw2,NA,snow,NA,2,NA
2012,barr,NA,2012-06-11,NA,NA,brw2,NA,glgu,NA,1,NA
2012,barr,NA,2012-06-11,NA,NA,brw2,NA,paja,NA,1,NA
2012,barr,NA,2012-06-11,NA,NA,brw2,NA,snow,NA,4,NA
2012,barr,NA,2012-06-18,NA,NA,brw2,NA,glgu,NA,4,NA
2012,barr,NA,2012-06-18,NA,NA,brw2,NA,paja,NA,2,NA
2012,barr,NA,2012-06-18,NA,NA,brw2,NA,snow,NA,3,NA
2012,barr,NA,2012-06-25,NA,NA,brw2,NA,glgu,NA,1,NA
2012,barr,NA,2012-06-25,NA,NA,brw2,NA,poja,NA,2,NA
2012,barr,NA,2012-06-25,NA,NA,brw2,NA,snow,NA,4,NA
2012,barr,NA,2012-07-03,NA,NA,brw2,NA,glgu,NA,3,NA
2012,barr,NA,2012-07-03,NA,NA,brw2,NA,paja,NA,2,NA
2012,barr,NA,2012-07-03,NA,NA,brw2,NA,poja,NA,1,NA
2012,barr,NA,2012-07-03,NA,NA,brw2,NA,snow,NA,3,NA
2012,barr,NA,2012-07-10,NA,NA,brw2,NA,snow,NA,3,NA
2012,barr,NA,2012-07-17,NA,NA,brw2,NA,glgu,NA,2,NA
2012,barr,NA,2012-07-17,NA,NA,brw2,NA,paja,NA,3,NA
2012,barr,NA,2012-07-17,NA,NA,brw2,NA,poja,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw2,NA,snow,NA,3,NA
2012,barr,NA,2012-07-24,NA,NA,brw2,NA,poja,NA,3,NA
2012,barr,NA,2012-07-24,NA,NA,brw2,NA,snow,NA,5,NA
2012,barr,NA,2012-06-04,NA,NA,brw3,NA,arfo,NA,1,NA
2012,barr,NA,2012-06-04,NA,NA,brw3,NA,glgu,NA,4,NA
2012,barr,NA,2012-06-04,NA,NA,brw3,NA,paja,NA,1,NA
2012,barr,NA,2012-06-11,NA,NA,brw3,NA,glgu,NA,2,NA
2012,barr,NA,2012-06-11,NA,NA,brw3,NA,poja,NA,3,NA
2012,barr,NA,2012-06-18,NA,NA,brw3,NA,glgu,NA,1,NA
2012,barr,NA,2012-06-18,NA,NA,brw3,NA,poja,NA,3,NA
2012,barr,NA,2012-06-18,NA,NA,brw3,NA,unja,NA,1,NA
2012,barr,NA,2012-06-25,NA,NA,brw3,NA,poja,NA,3,NA
2012,barr,NA,2012-07-03,NA,NA,brw3,NA,none,NA,0,NA
2012,barr,NA,2012-07-10,NA,NA,brw3,NA,paja,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw3,NA,glgu,NA,4,NA
2012,barr,NA,2012-07-17,NA,NA,brw3,NA,poja,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw3,NA,snow,NA,2,NA
2012,barr,NA,2012-07-17,NA,NA,brw3,NA,unja,NA,8,NA
2012,barr,NA,2012-07-24,NA,NA,brw3,NA,glgu,NA,4,NA
2012,barr,NA,2012-07-24,NA,NA,brw3,NA,poja,NA,2,NA
2012,barr,NA,2012-06-04,NA,NA,brw5,NA,glgu,NA,1,NA
2012,barr,NA,2012-06-11,NA,NA,brw5,NA,glgu,NA,4,NA
2012,barr,NA,2012-06-11,NA,NA,brw5,NA,poja,NA,4,NA
2012,barr,NA,2012-06-18,NA,NA,brw5,NA,poja,NA,3,NA
2012,barr,NA,2012-06-25,NA,NA,brw5,NA,poja,NA,3,NA
2012,barr,NA,2012-07-03,NA,NA,brw5,NA,none,NA,0,NA
2012,barr,NA,2012-07-10,NA,NA,brw5,NA,glgu,NA,3,NA
2012,barr,NA,2012-07-10,NA,NA,brw5,NA,poja,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw5,NA,paja,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw5,NA,poja,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw5,NA,snow,NA,1,NA
2012,barr,NA,2012-07-24,NA,NA,brw5,NA,glgu,NA,6,NA
2012,barr,NA,2012-07-24,NA,NA,brw5,NA,snow,NA,3,NA
2012,barr,NA,2012-06-04,NA,NA,brw6,NA,glgu,NA,45,NA
2012,barr,NA,2012-06-04,NA,NA,brw6,NA,poja,NA,2,NA
2012,barr,NA,2012-06-11,NA,NA,brw6,NA,glgu,NA,52,NA
2012,barr,NA,2012-06-11,NA,NA,brw6,NA,poja,NA,1,NA
2012,barr,NA,2012-06-18,NA,NA,brw6,NA,glgu,NA,33,NA
2012,barr,NA,2012-06-18,NA,NA,brw6,NA,snow,NA,1,NA
2012,barr,NA,2012-06-25,NA,NA,brw6,NA,glgu,NA,38,NA
2012,barr,NA,2012-06-25,NA,NA,brw6,NA,poja,NA,2,NA
2012,barr,NA,2012-06-25,NA,NA,brw6,NA,unja,NA,1,NA
2012,barr,NA,2012-07-03,NA,NA,brw6,NA,glgu,NA,9,NA
2012,barr,NA,2012-07-03,NA,NA,brw6,NA,unja,NA,2,NA
2012,barr,NA,2012-07-10,NA,NA,brw6,NA,glgu,NA,55,NA
2012,barr,NA,2012-07-10,NA,NA,brw6,NA,paja,NA,1,NA
2012,barr,NA,2012-07-10,NA,NA,brw6,NA,poja,NA,2,NA
2012,barr,NA,2012-07-17,NA,NA,brw6,NA,glgu,NA,86,NA
2012,barr,NA,2012-07-24,NA,NA,brw6,NA,glgu,NA,170,NA
2012,barr,NA,2012-07-24,NA,NA,brw6,NA,paja,NA,1,NA
2012,barr,NA,2012-06-04,NA,NA,brw8,NA,glgu,NA,20,NA
2012,barr,NA,2012-06-11,NA,NA,brw8,NA,glgu,NA,1,NA
2012,barr,NA,2012-06-18,NA,NA,brw8,NA,glgu,NA,20,NA
2012,barr,NA,2012-06-18,NA,NA,brw8,NA,paja,NA,3,NA
2012,barr,NA,2012-06-18,NA,NA,brw8,NA,poja,NA,1,NA
2012,barr,NA,2012-06-25,NA,NA,brw8,NA,glgu,NA,1,NA
2012,barr,NA,2012-06-25,NA,NA,brw8,NA,paja,NA,5,NA
2012,barr,NA,2012-07-03,NA,NA,brw8,NA,paja,NA,2,NA
2012,barr,NA,2012-07-03,NA,NA,brw8,NA,poja,NA,1,NA
2012,barr,NA,2012-07-03,NA,NA,brw8,NA,unja,NA,1,NA
2012,barr,NA,2012-07-10,NA,NA,brw8,NA,poja,NA,3,NA
2012,barr,NA,2012-07-10,NA,NA,brw8,NA,paja,NA,1,NA
2012,barr,NA,2012-07-17,NA,NA,brw8,NA,glgu,NA,3,NA
2012,barr,NA,2012-07-17,NA,NA,brw8,NA,snow,NA,2,NA
2012,barr,NA,2012-07-24,NA,NA,brw8,NA,glgu,NA,1,NA
2012,barr,NA,2012-07-24,NA,NA,brw8,NA,snow,NA,3,NA
2013,barr,jcunningham,2013-06-03,1110,1120,brw0,c7,NA,NA,NA,NA
2013,barr,jcunningham,2013-06-03,1320,1330,brw0,k7,NA,NA,NA,NA
2013,barr,jcunningham,2013-06-03,1355,1405,brw0,g7,paja,25,1,NA
2013,barr,jcunningham,2013-06-03,1355,1405,brw0,g7,paja,200,1,NA
2013,barr,lrensel,2013-06-11,1610,1620,brw0,c7,glgu,60,4,NA
2013,barr,lrensel,2013-06-11,1430,1440,brw0,g7,NA,NA,NA,NA
2013,barr,lrensel,2013-06-11,1455,1505,brw0,k7,paja,80,1,off plot by about 10m
2013,barr,lrensel,2013-06-18,1434,1444,brw0,c7,NA,NA,NA,NA
2013,barr,lrensel,2013-06-18,1517,1527,brw0,g7,glgu,60,2,flying over
2013,barr,lrensel,2013-06-18,1555,1605,brw0,k7,none,NA,0,NA
2013,barr,lrensel,2013-06-25,1550,1600,brw0,c7,none,NA,0,NA
2013,barr,lrensel,2013-06-25,1745,1755,brw0,g7,glgu,60,1,NA
2013,barr,lrensel,2013-06-25,1745,1755,brw0,g7,glgu,120,1,NA
2013,barr,lrensel,2013-06-25,1810,1820,brw0,k7,none,NA,0,NA
2013,barr,jcunningham,2013-07-02,1345,1355,brw0,c7,paja,300,2,NA
2013,barr,jcunningham,2013-07-02,1305,1315,brw0,g7,none,NA,0,NA
2013,barr,jcunningham,2013-07-02,1200,1210,brw0,k7,glgu,150,1,NA
2013,barr,jcunningham,2013-07-09,1118,1128,brw0,c7,none,NA,0,NA
2013,barr,jcunningham,2013-07-09,1903,1913,brw0,g7,paja,150,2,NA
2013,barr,jcunningham,2013-07-09,1237,1247,brw0,k7,none,NA,0,NA
2013,barr,jcunningham,2013-07-16,1611,1621,brw0,c7,none,NA,0,NA
2013,barr,jcunningham,2013-07-16,1540,1550,brw0,g7,none,NA,0,NA
2013,barr,jcunningham,2013-07-16,1519,1529,brw0,k7,glgu,200,1,NA
2013,barr,jcunningham,2013-07-16,1519,1529,brw0,k7,glgu,150,1,NA
2013,barr,kgrond,2013-06-03,1135,1145,brw1,c7,glgu,100,1,NA
2013,barr,kgrond,2013-06-03,1300,1310,brw1,g7,poja,50,1,NA
2013,barr,kgrond,2013-06-03,1220,1230,brw1,k7,glgu,200,1,NA
2013,barr,kgrond,2013-06-03,1220,1230,brw1,k7,glgu,100,1,NA
2013,barr,pherzog,2013-06-11,1432,1442,brw1,c7,paja,150,1,"flying over plot, searching"
2013,barr,pherzog,2013-06-11,1432,1442,brw1,c7,paja,200,1,"flying over plot, searching"
2013,barr,pherzog,2013-06-11,1432,1442,brw1,c7,glgu,100,1,flying by in N direction
2013,barr,pherzog,2013-06-11,1432,1442,brw1,c7,glgu,300,1,"flying by, in W direction"
2013,barr,pherzog,2013-06-11,1518,1528,brw1,g7,none,NA,0,NA
2013,barr,pherzog,2013-06-11,1604,1614,brw1,k7,none,NA,0,NA
2013,barr,pherzog,2013-06-18,1407,1417,brw1,c7,glgu,100,1,flying by
2013,barr,pherzog,2013-06-18,1407,1417,brw1,c7,paja,70,1,hunting
2013,barr,pherzog,2013-06-18,1407,1417,brw1,c7,glgu,120,1,flying by
2013,barr,pherzog,2013-06-18,1525,1535,brw1,g7,paja,300,1,flying low over tundra in W direction
2013,barr,pherzog,2013-06-18,1620,1630,brw1,k7,glgu,300,1,flying by
2013,barr,pherzog,2013-06-18,1620,1630,brw1,k7,glgu,200,1,"flying off plot, in E direction"
2013,barr,pherzog,2013-06-18,1620,1630,brw1,k7,paja,50,1,hunting 
2013,barr,pherzog,2013-06-25,1441,1451,brw1,c7,paja,150,1,feeding on STEI eggs
2013,barr,pherzog,2013-06-25,1441,1451,brw1,c7,glgu,200,2,flying by
2013,barr,pherzog,2013-06-25,1547,1557,brw1,g7,glgu,100,1,"flying over, E of stake, N to S"
2013,barr,pherzog,2013-06-25,1625,1635,brw1,k7,cora,300,1,"flying by S to N, SE of stake "
2013,barr,lrensel,2013-07-02,1156,1206,brw1,c7,none,NA,0,NA
2013,barr,lrensel,2013-07-02,1223,1233,brw1,g7,ltja,180,1,NA
2013,barr,lrensel,2013-07-02,1314,1324,brw1,k7,none,NA,0,NA
2013,barr,bkaselow,2013-07-09,NA,NA,brw1,c7,glgu,40,1,"hunting, cheased by a PESA"
2013,barr,bkaselow,2013-07-09,NA,NA,brw1,g7,ltja,50,1,flying by
2013,barr,bkaselow,2013-07-09,1600,1610,brw1,k7,glgu,40,1,"hunting, chased by a AMGP"
2013,barr,bkaselow,2013-07-09,1600,1610,brw1,k7,paja,175,2," calling, on terretory"
2013,barr,bkaselow,2013-07-09,1600,1610,brw1,k7,ltja,100,7,"calling, flocking"
2013,barr,pherzog,2013-07-16,1056,1106,brw1,c7,glgu,100,2,"flying over from E to W, S of the stake"
2013,barr,pherzog,2013-07-16,1056,1106,brw1,c7,paja,300,1,"flying by E of the stake, direction N toS"
2013,barr,pherzog,2013-07-16,1148,1158,brw1,g7,glgu,300,1,"flying by E of stake, S to NE"
2013,barr,pherzog,2013-07-16,1225,1235,brw1,k7,none,NA,0,NA
2013,barr,kgrond,2013-06-03,1055,1105,brw2,c7,none,NA,0,NA
2013,barr,kgrond,2013-06-03,1025,1035,brw2,g7,glgu,500,1,NA
2013,barr,kgrond,2013-06-03,950,1000,brw2,k7,none,NA,0,NA
2013,barr,pherzog,2013-06-11,1233,1243,brw2,c7,none,NA,0,NA
2013,barr,pherzog,2013-06-11,1155,1205,brw2,g7,glgu,300,3,flying on the east side of the stake heading north
2013,barr,pherzog,2013-06-11,1155,1205,brw2,g7,glgu,250,1,flying over to the SE
2013,barr,pherzog,2013-06-11,1024,1034,brw2,k7,none,NA,0,NA
2013,barr,pherzog,2013-06-18,1200,1210,brw2,c7,paja,150,1,"50m off plot N of C7, fly by E direction"
2013,barr,pherzog,2013-06-18,1200,1210,brw2,c7,glgu,100,2,flyover south to north
2013,barr,pherzog,2013-06-18,1200,1210,brw2,c7,unja,250,1,"sitting on ground, almost on plot 1"
2013,barr,pherzog,2013-06-18,1125,1135,brw2,g7,none,NA,0,1130 fox guys walking over plot
2013,barr,pherzog,2013-06-18,1030,1040,brw2,k7,paja,200,1,"flying by, S direction"
2013,barr,pherzog,2013-06-25,1254,1304,brw2,c7,none,NA,0,NA
2013,barr,pherzog,2013-06-25,1150,1200,brw2,g7,glgu,70,1,"flying over, east to west, north of stake"
2013,barr,pherzog,2013-06-25,NA,NA,brw2,k7,glgu,100,1,flying by south of stake west to east
2013,barr,lrensel,2013-07-02,1121,1131,brw2,c7,none,NA,0,NA
2013,barr,lrensel,2013-07-02,1102,1112,brw2,g7,none,NA,0,NA
2013,barr,lrensel,2013-07-02,1030,1040,brw2,k7,paja,80,1,NA
2013,barr,bkaselow,2013-07-09,1758,1808,brw2,c7,none,NA,0,NA
2013,barr,bkaselow,2013-07-09,1835,1845,brw2,g7,none,NA,0,NA
2013,barr,bkaselow,2013-07-09,1900,1910,brw2,k7,paja,125,1,NA
2013,barr,bkaselow,2013-07-09,1900,1910,brw2,k7,glgu,50,1,NA
2013,barr,pherzog,2013-07-16,1335,1345,brw2,c7,paja,200,2,"flying N of stake, W to E"
2013,barr,pherzog,2013-07-16,1335,1345,brw2,c7,glgu,300,1,"S to N flying, E of stake"
2013,barr,pherzog,2013-07-16,1447,1457,brw2,g7,none,NA,0,NA
2013,barr,pherzog,2013-07-16,1553,1603,brw2,k7,none,NA,0,NA
2013,barr,"vloverti,pherzog",2013-06-03,1253,1305,brw3,c7,glgu,200,1,flying over NE
2013,barr,"vloverti,pherzog",2013-06-03,1154,1204,brw3,g7,glgu,150,1,NA
2013,barr,"vloverti,pherzog",2013-06-03,1154,1204,brw3,g7,arfo,150,1,running over plot
2013,barr,"vloverti,pherzog",2013-06-03,1055,1105,brw3,k7,none,NA,0,NA
2013,barr,bkaselow,2013-06-11,1345,1400,brw3,c7,poja,50,1,hunting
2013,barr,bkaselow,2013-06-11,1430,1445,brw3,g7,paja,30,3,hunting
2013,barr,bkaselow,2013-06-11,1545,1600,brw3,k7,paja,60,1,hunting
2013,barr,bkaselow,2013-06-11,1545,1600,brw3,k7,glgu,25,1,"flyover, calling"
2013,barr,kgrond,2013-06-18,1125,1135,brw3,c7,none,NA,0,NA
2013,barr,kgrond,2013-06-18,1215,1225,brw3,g7,glgu,50,1,NA
2013,barr,kgrond,2013-06-18,1300,1310,brw3,k7,paja,100,1,NA
2013,barr,kgrond,2013-06-18,1300,1310,brw3,k7,glgu,50,1,NA
2013,barr,kgrond,2013-06-18,1300,1310,brw3,k7,glgu,100,1,NA
2013,barr,kgrond,2013-06-18,1300,1310,brw3,k7,glgu,150,1,NA
2013,barr,amould,2013-06-25,1615,1625,brw3,c7,glgu,150,1,swooping low to the est
2013,barr,amould,2013-06-25,1645,1655,brw3,g7,none,NA,0,NA
2013,barr,amould,2013-06-25,1705,1715,brw3,k7,none,NA,0,NA
2013,barr,jdanby,2013-07-02,1210,1220,brw3,c7,glgu,NA,2,NA
2013,barr,jdanby,2013-07-02,1210,1220,brw3,c7,paja,NA,1,NA
2013,barr,jdanby,2013-07-02,1210,1220,brw3,c7,ltja,NA,5,NA
2013,barr,jdanby,2013-07-02,1330,1340,brw3,g7,glgu,NA,1,NA
2013,barr,jdanby,2013-07-02,1330,1340,brw3,g7,paja,NA,1,NA
2013,barr,jdanby,2013-07-02,1330,1340,brw3,g7,ltja,NA,4,NA
2013,barr,jdanby,2013-07-02,1300,1310,brw3,k7,glgu,NA,2,NA
2013,barr,jdanby,2013-07-02,1300,1310,brw3,k7,paja,NA,1,NA
2013,barr,jdanby,2013-07-02,1300,1310,brw3,k7,ltja,NA,1,NA
